name,lattice_constant,band_gap,isMetal,magnetic_moment
Cr-Mo-C-NO-NCS,3.247,0.0,True,4.0000
Cr-Mo-C-NO-NO,3.069,0.0,True,0.3587
Cr-Mo-C-NO-O,3.124,0.0,True,0.7700
Cr-Mo-C-NO-OCl,2.978,0.0,True,0.1912
Cr-Mo-C-NO-OCN,3.141,0.0,True,1.5555
Cr-Mo-C-NO-OH,3.087,0.0,True,0.1142
Cr-Mo-C-NO-PO,3.100,0.0,True,0.3064
Cr-Mo-C-O-Br,3.144,0.0,True,1.0000
Cr-Mo-C-O-Cl,3.105,0.0,True,1.0000
Cr-Mo-C-OCl-Br,3.089,0.0,True,0.5558
Cr-Mo-C-OCl-Cl,3.085,0.0,True,1.6494
Cr-Mo-C-OCl-F,3.165,0.0,True,1.6562
Cr-Mo-C-OCl-H,3.011,0.0,True,1.6074
Cr-Mo-C-OCl-NCO,3.087,0.0,True,1.5673
Cr-Mo-C-OCl-NCS,3.262,0.0,True,0.0277
Cr-Mo-C-OCl-O,2.947,0.0,True,2.1469
Cr-Mo-C-OCl-OCl,3.022,0.0,True,2.0339
Cr-Mo-C-OCl-OCN,3.083,0.0,True,1.4210
Cr-Mo-C-OCl-OH,3.117,0.0,True,4.0000
Cr-Mo-C-OCl-PO,3.065,0.0,True,2.6343
Cr-Mo-C-OCl-SCN,3.259,0.0,True,1.4638
Cr-Mo-C-OCN-OCN,3.235,0.162,False,-0.0001
Cr-Mo-C-O-F,3.180,0.0,True,1.0000
Cr-Mo-C-O-H,2.973,0.0,True,1.3880
Cr-Mo-C-OH-OCN,3.163,0.0,True,1.2651
Cr-Mo-C-OH-OH,3.173,0.0,True,0.4746
Cr-Mo-C-O-O,3.039,0.0,True,1.9292
Cr-Mo-C-O-OCN,3.103,0.0,True,1.0000
Cr-Mo-C-O-OH,3.073,0.0,True,1.0000
Cr-Mo-C-PO-Br,3.160,0.0,True,0.1254
Cr-Mo-C-PO-Cl,3.136,0.0,True,0.0002
Cr-Mo-C-PO-F,3.251,0.0,True,1.8959
Cr-Mo-C-PO-H,3.061,0.0,True,-0.0711
Cr-Mo-C-PO-O,3.101,0.0,True,0.4884
Cr-Mo-C-PO-OCN,3.091,0.0,True,0.0815
Cr-Mo-C-PO-OH,3.104,0.0,True,-0.0002
Cr-Mo-C-PO-PO,3.118,0.0,True,0.3714
Cr-Mo-C-SCN-Cl,3.362,0.259,False,-0.0001
Cr-Mo-C-SCN-F,3.359,0.0,True,1.4875
Cr-Mo-C-SCN-H,3.224,0.0,True,1.1791
Cr-Mo-C-SCN-O,3.110,0.0,True,1.7319
Cr-Mo-C-SCN-OCN,3.343,0.0,True,1.7180
Cr-Mo-C-SCN-OH,3.322,0.0,True,1.9266
Cr-Mo-C-SCN-PO,3.260,0.035,False,1.9998
Cr-Mo-C-SCN-SCN,3.429,0.0,True,0.3624
Cr-Mo-N-Br-Br,3.388,0.0,True,2.6311
Cr-Mo-N-Br-H,3.250,0.0,True,2.8061
Cr-Mo-N-Br-OCN,3.352,0.0,True,0.4832
Cr-Mo-N-Br-OH,3.329,0.0,True,2.7475
Cr-Mo-N-Cl-Br,3.349,0.0,True,1.3287
Cr-Mo-N-Cl-Cl,3.317,0.0,True,1.2424
Cr-Mo-N-Cl-H,3.160,0.0,True,1.7163
Cr-Mo-N-Cl-OCN,3.202,0.0,True,0.0000
Cr-Mo-N-Cl-OH,3.286,0.0,True,0.7781
Cr-Mo-N-CN-Br,3.317,0.0,True,1.3289
Cr-Mo-N-CN-Cl,3.285,0.0,True,1.2891
Cr-Mo-N-CN-CN,3.212,0.0,True,1.2662
Cr-Mo-N-CN-F,3.302,0.0,True,1.2889
Cr-Mo-N-CN-H,3.116,0.0,True,2.1140
Cr-Mo-N-CN-NCO,3.256,0.0,True,1.2420
Cr-Mo-N-CN-NCS,3.283,0.0,True,1.2422
Cr-Mo-N-CN-NO,3.112,0.0,True,1.0000
Cr-Mo-N-CN-O,3.117,0.508,False,-0.0000
Cr-Mo-N-CN-OCl,3.107,0.0,True,0.0956
Cr-Mo-N-CN-OCN,3.272,0.0,True,1.2683
Cr-Mo-N-CN-OH,3.253,0.0,True,1.2305
Cr-Mo-N-CN-PO,3.135,0.0,True,1.0000
Cr-Mo-N-CN-SCN,3.347,0.0,True,1.3293
Cr-Mo-N-F-Br,3.346,0.0,True,1.3892
Cr-Mo-N-F-Cl,3.319,0.0,True,2.5697
Cr-Mo-N-F-H,3.236,0.0,True,1.0069
Cr-Mo-N-F-OCN,3.316,0.0,True,1.0000
Cr-Mo-N-F-OH,3.298,0.0,True,0.9877
Cr-Mo-N-H-H,3.032,0.0,True,2.2339
Cr-Mo-N-H-OCN,3.222,0.0,True,1.1630
Cr-Mo-N-H-OH,3.091,0.0,True,-0.0547
Cr-Mo-N-NCO-Br,3.308,0.0,True,1.2695
Cr-Mo-N-NCO-Cl,3.274,0.0,True,1.1518
Cr-Mo-N-NCO-H,3.129,0.0,True,1.9062
Cr-Mo-N-NCO-NCO,3.248,0.0,True,1.0003
Cr-Mo-N-NCO-NCS,3.172,0.0,True,0.6980
Cr-Mo-N-NCO-O,3.131,0.480,False,-0.0000
Cr-Mo-N-NCO-OCN,3.267,0.0,True,0.9999
Cr-Mo-N-NCO-OH,3.247,0.0,True,1.0001
Cr-Mo-N-NCO-PO,3.136,0.0,True,2.6560
Cr-Mo-N-NCO-SCN,3.204,0.0,True,2.8682
Cr-Mo-N-NCS-Br,3.339,0.0,True,2.7232
Cr-Mo-N-NCS-Cl,3.308,0.0,True,2.7817
Cr-Mo-N-NCS-H,3.170,0.0,True,1.7701
Cr-Mo-N-NCS-NCS,3.309,0.0,True,2.5527
Cr-Mo-N-NCS-O,3.154,0.404,False,0.0000
Cr-Mo-N-NCS-OCN,3.303,0.0,True,2.8199
Cr-Mo-N-NCS-OH,3.281,0.0,True,2.7594
Cr-Mo-N-NCS-PO,3.170,0.0,True,2.9821
Cr-Mo-N-NCS-SCN,3.356,0.0,True,1.0032
Cr-Mo-N-NO-Br,3.317,0.0,True,0.8499
Cr-Mo-N-NO-Cl,3.217,0.0,True,4.9347
Cr-Mo-N-NO-F,3.299,0.0,True,4.9630
Cr-Mo-N-NO-H,3.164,0.0,True,3.5226
Cr-Mo-N-NO-NCO,3.265,0.0,True,4.9566
Cr-Mo-N-NO-NCS,3.290,0.0,True,4.9679
Cr-Mo-N-NO-NO,3.171,0.0,True,2.9523
Cr-Mo-N-NO-O,3.100,0.0,True,0.9215
Cr-Mo-N-NO-OCl,3.088,0.0,True,1.0646
Cr-Mo-N-NO-OCN,3.276,0.0,True,4.9399
Cr-Mo-N-NO-OH,3.259,0.0,True,4.9964
Cr-Mo-N-NO-PO,3.219,0.0,True,2.9531
Cr-Mo-N-NO-SCN,3.320,0.0,True,4.7187
Cr-Mo-N-O-Br,3.424,0.0,True,2.0000
Cr-Mo-N-O-Cl,3.193,0.0,True,-0.0547
Cr-Mo-N-OCl-Br,3.365,0.0,True,4.1316
Cr-Mo-N-OCl-Cl,3.341,0.0,True,4.1641
Cr-Mo-N-OCl-F,3.385,0.0,True,2.4526
Cr-Mo-N-OCl-H,3.004,0.0,True,2.0535
Cr-Mo-N-OCl-NCO,3.197,0.0,True,5.0000
Cr-Mo-N-OCl-NCS,3.351,0.0,True,4.1611
Cr-Mo-N-OCl-O,3.025,0.0,True,3.1093
Cr-Mo-N-OCl-OCl,3.019,0.0,True,2.9705
Cr-Mo-N-OCl-OCN,3.204,0.0,True,5.0002
Cr-Mo-N-OCl-OH,3.189,0.0,True,5.0000
Cr-Mo-N-OCl-PO,3.350,0.0,True,3.4675
Cr-Mo-N-OCl-SCN,3.447,0.0,True,2.5231
Cr-Mo-N-O-F,3.258,0.0,True,5.8381
Cr-Mo-N-O-H,3.100,0.0,True,0.3841
Cr-Mo-N-OH-OCN,3.256,0.0,True,0.9997
Cr-Mo-N-OH-OH,3.232,0.0,True,1.0005
Cr-Mo-N-O-O,3.115,0.0,True,4.2804
Cr-Mo-N-O-OCN,3.381,0.0,True,2.0000
Cr-Mo-N-O-OH,3.242,0.0,True,5.5229
Cr-Mo-N-PO-Br,3.310,0.0,True,1.0000
Cr-Mo-N-PO-Cl,3.279,0.0,True,1.0000
Cr-Mo-N-PO-F,3.299,0.0,True,1.0000
Cr-Mo-N-PO-H,3.093,0.0,True,0.3273
Cr-Mo-N-PO-O,3.138,0.0,True,0.8390
Cr-Mo-N-PO-OCN,3.264,0.0,True,1.0000
Cr-Mo-N-PO-OH,3.246,0.0,True,1.0007
Cr-Mo-N-PO-PO,3.129,0.0,True,0.1270
Cr-Mo-N-SCN-Br,3.450,0.0,True,1.4429
Cr-Mo-N-SCN-Cl,3.422,0.0,True,1.0000
Cr-Mo-N-SCN-F,3.398,0.0,True,1.0000
Cr-Mo-N-SCN-H,3.295,0.0,True,1.0000
Cr-Mo-N-SCN-O,3.210,0.243,False,-0.0000
Cr-Mo-N-SCN-OCN,3.400,0.0,True,1.0000
Cr-Mo-N-SCN-OH,3.382,0.0,True,0.9835
Cr-Mo-N-SCN-PO,3.243,0.0,True,1.8274
Cr-Mo-N-SCN-SCN,3.494,0.0,True,1.6359
Cr-Nb-C-Br-H,3.229,0.0,True,1.2082
Cr-Nb-C-Br-OCN,3.296,0.0,True,1.0000
Cr-Nb-C-Br-OH,3.263,0.0,True,1.1356
Cr-Nb-C-Cl-Br,3.331,0.0,True,1.0000
Cr-Nb-C-Cl-H,3.179,0.0,True,1.2518
Cr-Nb-C-Cl-OCN,3.261,0.0,True,1.0000
Cr-Nb-C-Cl-OH,3.219,0.0,True,1.2431
Cr-Nb-C-CN-Br,3.274,0.0,True,1.3515
Cr-Nb-C-CN-Cl,3.234,0.0,True,1.3527
Cr-Nb-C-CN-F,3.268,0.0,True,1.0000
Cr-Nb-C-CN-H,3.143,0.0,True,1.9109
Cr-Nb-C-CN-NCO,3.192,0.0,True,1.1308
Cr-Nb-C-CN-NCS,3.225,0.0,True,1.1957
Cr-Nb-C-CN-NO,3.158,0.0,True,3.0000
Cr-Nb-C-CN-O,3.137,0.0,True,1.9997
Cr-Nb-C-CN-OCl,3.125,0.0,True,2.6418
Cr-Nb-C-CN-OCN,3.218,0.0,True,1.0194
Cr-Nb-C-CN-OH,3.184,0.0,True,1.3142
Cr-Nb-C-CN-PO,3.171,0.0,True,2.8432
Cr-Nb-C-CN-SCN,3.274,0.0,True,1.4442
Cr-Nb-C-F-Br,3.322,0.0,True,1.0000
Cr-Nb-C-F-Cl,3.295,0.0,True,1.0000
Cr-Nb-C-F-H,3.213,0.0,True,1.5865
Cr-Nb-C-F-OCN,3.265,0.0,True,1.0000
Cr-Nb-C-F-OH,3.241,0.0,True,1.2475
Cr-Nb-C-H-OCN,3.159,0.0,True,1.0001
Cr-Nb-C-H-OH,3.123,0.0,True,1.3330
Cr-Nb-C-NCO-Br,3.291,0.0,True,1.0048
Cr-Nb-C-NCO-Cl,3.236,0.0,True,1.2827
Cr-Nb-C-NCO-F,3.271,0.0,True,1.0000
Cr-Nb-C-NCO-H,3.146,0.0,True,1.5570
Cr-Nb-C-NCO-NCS,3.210,0.0,True,1.0000
Cr-Nb-C-NCO-O,3.145,0.0,True,2.0000
Cr-Nb-C-NCO-OCN,3.224,0.0,True,1.0000
Cr-Nb-C-NCO-OH,3.176,0.0,True,1.2800
Cr-Nb-C-NCO-PO,3.181,0.0,True,2.7685
Cr-Nb-C-NCO-SCN,3.267,0.0,True,1.5246
Cr-Nb-C-NCS-Br,3.324,0.0,True,1.0000
Cr-Nb-C-NCS-Cl,3.286,0.0,True,1.0000
Cr-Nb-C-NCS-F,3.280,0.0,True,1.0000
Cr-Nb-C-NCS-H,3.185,0.0,True,1.7659
Cr-Nb-C-NCS-O,3.173,0.0,True,2.0000
Cr-Nb-C-NCS-OCN,3.260,0.0,True,1.0000
Cr-Nb-C-NCS-OH,3.226,0.0,True,1.2179
Cr-Nb-C-NCS-PO,3.219,0.0,True,2.6299
Cr-Nb-C-NCS-SCN,3.365,0.0,True,1.0000
Cr-Nb-C-NO-Br,3.231,0.0,True,2.6453
Cr-Nb-C-NO-Cl,3.183,0.0,True,2.3958
Cr-Nb-C-NO-F,3.231,0.0,True,2.8437
Cr-Nb-C-NO-H,3.068,0.0,True,-0.0968
Cr-Nb-C-NO-NCO,3.143,0.0,True,0.0106
Cr-Nb-C-NO-NCS,3.170,0.0,True,-0.1998
Cr-Nb-C-NO-O,3.084,0.0,True,-0.0108
Cr-Nb-C-NO-OCl,3.073,0.0,True,0.0937
Cr-Nb-C-NO-OCN,3.165,0.0,True,2.3379
Cr-Nb-C-NO-OH,3.034,0.0,True,-0.0926
Cr-Nb-C-NO-PO,3.123,0.0,True,0.9062
Cr-Nb-C-NO-SCN,3.241,0.0,True,2.9200
Cr-Nb-C-O-Br,3.172,0.0,True,1.8984
Cr-Nb-C-O-Cl,3.145,0.0,True,1.8529
Cr-Nb-C-OCl-Br,3.164,0.0,True,2.4842
Cr-Nb-C-OCl-Cl,3.349,0.0,True,3.0000
Cr-Nb-C-OCl-F,3.181,0.0,True,2.3819
Cr-Nb-C-OCl-H,3.047,0.0,True,2.4078
Cr-Nb-C-OCl-NCO,3.110,0.0,True,2.2266
Cr-Nb-C-OCl-NCS,3.090,0.0,True,2.2816
Cr-Nb-C-OCl-O,3.084,0.0,True,1.8286
Cr-Nb-C-OCl-OCN,3.112,0.0,True,2.2292
Cr-Nb-C-OCl-OH,3.174,0.0,True,3.0000
Cr-Nb-C-OCl-PO,3.100,0.0,True,2.4239
Cr-Nb-C-OCl-SCN,3.331,0.0,True,1.1270
Cr-Nb-C-O-F,3.194,0.0,True,1.4295
Cr-Nb-C-O-H,3.059,0.0,True,2.0547
Cr-Nb-C-OH-OCN,3.187,0.0,True,1.0000
Cr-Nb-C-O-OCN,3.133,0.0,True,1.8920
Cr-Nb-C-O-OH,3.106,0.0,True,1.8947
Cr-Nb-C-PO-Br,3.253,0.0,True,1.0011
Cr-Nb-C-PO-Cl,3.203,0.0,True,1.0222
Cr-Nb-C-PO-F,3.130,0.0,True,1.0057
Cr-Nb-C-PO-H,3.100,0.0,True,0.0935
Cr-Nb-C-PO-O,3.117,0.0,True,-0.0000
Cr-Nb-C-PO-OCN,3.180,0.0,True,1.0153
Cr-Nb-C-PO-OH,3.133,0.0,True,0.3329
Cr-Nb-C-SCN-Br,3.409,0.0,True,1.0000
Cr-Nb-C-SCN-Cl,3.370,0.0,True,1.0000
Cr-Nb-C-SCN-F,3.350,0.0,True,1.0000
Cr-Nb-C-SCN-H,3.267,0.0,True,1.0000
Cr-Nb-C-SCN-O,3.224,0.0,True,2.0000
Cr-Nb-C-SCN-OCN,3.349,0.0,True,1.0000
Cr-Nb-C-SCN-OH,3.310,0.0,True,1.0537
Cr-Nb-C-SCN-PO,3.290,0.0,True,1.7266
Cr-Nb-N-Br-H,3.210,0.172,False,-0.0000
Cr-Nb-N-Br-OCN,3.265,0.309,False,0.0000
Cr-Nb-N-Br-OH,3.262,0.082,False,0.0007
Cr-Nb-N-Cl-Br,3.345,0.311,False,-0.0000
Cr-Nb-N-Cl-H,3.178,0.185,False,-0.0000
Cr-Nb-N-Cl-OCN,3.282,0.400,False,-0.0000
Cr-Nb-N-Cl-OH,3.227,0.025,False,0.0002
Cr-Nb-N-CN-Br,3.311,0.0,True,2.2891
Cr-Nb-N-CN-Cl,3.260,0.0,True,2.2899
Cr-Nb-N-CN-F,3.298,0.0,True,2.1786
Cr-Nb-N-CN-H,3.115,0.0,True,2.3326
Cr-Nb-N-CN-NCO,3.223,0.0,True,2.2891
Cr-Nb-N-CN-NCS,3.248,0.0,True,2.1662
Cr-Nb-N-CN-NO,3.142,0.0,True,2.0000
Cr-Nb-N-CN-O,3.133,0.0,True,1.0000
Cr-Nb-N-CN-OCl,3.121,0.0,True,0.6384
Cr-Nb-N-CN-OCN,3.239,0.0,True,2.2578
Cr-Nb-N-CN-OH,3.204,0.0,True,2.2523
Cr-Nb-N-CN-PO,3.170,0.0,True,2.0000
Cr-Nb-N-CN-SCN,3.246,0.0,True,2.1565
Cr-Nb-N-F-Br,3.360,0.270,False,0.0000
Cr-Nb-N-F-Cl,3.325,0.268,False,0.0000
Cr-Nb-N-F-H,3.183,0.0,True,2.3614
Cr-Nb-N-F-OCN,3.268,0.148,False,0.0000
Cr-Nb-N-F-OH,3.251,0.171,False,-0.0000
Cr-Nb-N-H-OCN,3.138,0.0,True,2.1484
Cr-Nb-N-H-OH,3.126,0.0,True,0.2876
Cr-Nb-N-NCO-Br,3.294,0.114,False,-0.0000
Cr-Nb-N-NCO-Cl,3.218,0.342,False,0.0000
Cr-Nb-N-NCO-F,3.297,0.0,True,-1.7371
Cr-Nb-N-NCO-H,3.160,0.141,False,-0.0000
Cr-Nb-N-NCO-NCS,3.208,0.101,False,-0.0000
Cr-Nb-N-NCO-O,3.150,0.0,True,1.0000
Cr-Nb-N-NCO-OCN,3.205,0.445,False,0.0000
Cr-Nb-N-NCO-OH,3.184,0.0,True,-0.1136
Cr-Nb-N-NCO-PO,3.178,0.0,True,2.1022
Cr-Nb-N-NCO-SCN,3.225,0.0,True,2.3806
Cr-Nb-N-NCS-Br,3.337,0.0,True,1.6556
Cr-Nb-N-NCS-Cl,3.288,0.0,True,1.5245
Cr-Nb-N-NCS-F,3.286,0.353,False,0.0001
Cr-Nb-N-NCS-H,3.184,0.214,False,0.0000
Cr-Nb-N-NCS-O,3.177,0.0,True,1.0000
Cr-Nb-N-NCS-OCN,3.243,0.238,False,-0.0000
Cr-Nb-N-NCS-OH,3.237,0.083,False,-0.0000
Cr-Nb-N-NCS-PO,3.218,0.0,True,2.0994
Cr-Nb-N-NCS-SCN,3.269,0.0,True,2.2494
Cr-Nb-N-NO-Br,3.448,0.0,True,3.1414
Cr-Nb-N-NO-Cl,3.285,0.0,True,4.0001
Cr-Nb-N-NO-F,3.305,0.0,True,4.0000
Cr-Nb-N-NO-H,3.206,0.0,True,3.0061
Cr-Nb-N-NO-NCO,3.257,0.0,True,4.0000
Cr-Nb-N-NO-NCS,3.279,0.0,True,4.0000
Cr-Nb-N-NO-O,3.185,0.0,True,2.9744
Cr-Nb-N-NO-OCl,3.100,0.0,True,-1.0223
Cr-Nb-N-NO-OCN,3.271,0.0,True,3.9653
Cr-Nb-N-NO-OH,3.245,0.0,True,3.9507
Cr-Nb-N-NO-PO,3.241,0.0,True,2.9355
Cr-Nb-N-NO-SCN,3.305,0.0,True,3.7672
Cr-Nb-N-O-Br,3.494,0.0,True,0.0000
Cr-Nb-N-O-Cl,3.474,0.0,True,3.6448
Cr-Nb-N-OCl-Br,3.416,0.0,True,3.7188
Cr-Nb-N-OCl-Cl,3.391,0.0,True,3.7188
Cr-Nb-N-OCl-F,3.399,0.0,True,3.8125
Cr-Nb-N-OCl-H,3.036,0.0,True,3.2901
Cr-Nb-N-OCl-NCO,3.370,0.0,True,3.7188
Cr-Nb-N-OCl-NCS,3.401,0.0,True,-0.5297
Cr-Nb-N-OCl-O,3.093,0.0,True,2.4218
Cr-Nb-N-OCl-OCN,3.386,0.0,True,3.7188
Cr-Nb-N-OCl-OH,3.359,0.0,True,3.7182
Cr-Nb-N-OCl-SCN,3.429,0.0,True,3.6547
Cr-Nb-N-O-F,3.311,0.0,True,5.0000
Cr-Nb-N-O-H,3.046,0.0,True,2.9252
Cr-Nb-N-OH-OCN,3.200,0.209,False,0.0000
Cr-Nb-N-O-OCN,3.140,0.0,True,1.0000
Cr-Nb-N-O-OH,3.110,0.0,True,3.0000
Cr-Nb-N-PO-Br,3.314,0.0,True,1.8701
Cr-Nb-N-PO-Cl,3.268,0.0,True,1.8205
Cr-Nb-N-PO-F,3.291,0.0,True,1.8975
Cr-Nb-N-PO-H,3.100,0.0,True,0.2663
Cr-Nb-N-PO-O,3.137,0.0,True,0.5545
Cr-Nb-N-PO-OCN,3.246,0.0,True,1.8204
Cr-Nb-N-PO-OH,3.214,0.0,True,1.7680
Cr-Nb-N-SCN-Br,3.435,0.492,False,-0.0001
Cr-Nb-N-SCN-Cl,3.401,0.536,False,0.0000
Cr-Nb-N-SCN-F,3.394,0.518,False,-0.0001
Cr-Nb-N-SCN-H,3.294,0.159,False,-0.0001
Cr-Nb-N-SCN-O,3.247,0.0,True,1.0000
Cr-Nb-N-SCN-OCN,3.389,0.449,False,0.0000
Cr-Nb-N-SCN-OH,3.348,0.0,True,-0.0004
Cr-Nb-N-SCN-PO,3.303,0.0,True,1.9103
Cr-Sc-C-Br-H,3.280,0.0,True,2.6538
Cr-Sc-C-Br-OCN,3.321,0.0,True,2.7108
Cr-Sc-C-Br-OH,3.292,0.0,True,2.7355
Cr-Sc-C-Cl-Br,3.378,0.0,True,2.9427
Cr-Sc-C-Cl-H,3.237,0.0,True,2.6953
Cr-Sc-C-Cl-OCN,3.286,0.0,True,2.9156
Cr-Sc-C-Cl-OH,3.256,0.0,True,2.9259
Cr-Sc-C-CN-Br,3.340,0.0,True,2.9453
Cr-Sc-C-CN-Cl,3.289,0.0,True,2.9296
Cr-Sc-C-CN-F,3.282,0.0,True,2.9911
Cr-Sc-C-CN-H,3.191,0.0,True,2.6963
Cr-Sc-C-CN-NCO,3.244,0.0,True,2.8766
Cr-Sc-C-CN-NCS,3.290,0.0,True,2.8516
Cr-Sc-C-CN-NO,3.217,0.0,True,3.4317
Cr-Sc-C-CN-O,3.207,0.034,False,2.0000
Cr-Sc-C-CN-OCl,3.195,0.0,True,2.5857
Cr-Sc-C-CN-OCN,3.243,0.0,True,2.9296
Cr-Sc-C-CN-OH,3.211,0.0,True,2.9282
Cr-Sc-C-CN-PO,3.191,0.0,True,2.4759
Cr-Sc-C-CN-SCN,3.363,0.0,True,2.9952
Cr-Sc-C-F-Br,3.365,0.465,False,3.0000
Cr-Sc-C-F-Cl,3.325,0.358,False,3.0000
Cr-Sc-C-F-H,3.273,0.247,False,3.0000
Cr-Sc-C-F-OCN,3.297,0.393,False,3.0000
Cr-Sc-C-F-OH,3.270,0.331,False,3.0000
Cr-Sc-C-H-OCN,3.180,0.0,True,2.7232
Cr-Sc-C-H-OH,3.145,0.0,True,2.7175
Cr-Sc-C-NCO-Br,3.335,0.131,False,3.0000
Cr-Sc-C-NCO-Cl,3.289,0.031,False,2.9996
Cr-Sc-C-NCO-F,3.283,0.211,False,3.0000
Cr-Sc-C-NCO-H,3.202,0.0,True,2.7613
Cr-Sc-C-NCO-NCS,3.293,0.0,True,2.9303
Cr-Sc-C-NCO-O,3.205,0.442,False,2.0000
Cr-Sc-C-NCO-OCN,3.249,0.051,False,2.9999
Cr-Sc-C-NCO-OH,3.222,0.0,True,2.9909
Cr-Sc-C-NCO-PO,3.215,0.0,True,2.5798
Cr-Sc-C-NCO-SCN,3.357,0.144,False,3.0000
Cr-Sc-C-NCS-Br,3.374,0.108,False,3.0000
Cr-Sc-C-NCS-Cl,3.326,0.0,True,2.9927
Cr-Sc-C-NCS-F,3.315,0.166,False,3.0000
Cr-Sc-C-NCS-H,3.244,0.0,True,2.7263
Cr-Sc-C-NCS-O,3.242,0.0,True,2.0000
Cr-Sc-C-NCS-OCN,3.292,0.012,False,2.9981
Cr-Sc-C-NCS-OH,3.262,0.0,True,2.9815
Cr-Sc-C-NCS-PO,3.258,0.0,True,2.7494
Cr-Sc-C-NCS-SCN,3.394,0.131,False,3.0000
Cr-Sc-C-NO-Br,3.272,0.0,True,2.5861
Cr-Sc-C-NO-F,3.241,0.0,True,2.5612
Cr-Sc-C-NO-H,3.111,0.0,True,0.7692
Cr-Sc-C-NO-NCO,3.175,0.0,True,0.9999
Cr-Sc-C-NO-NCS,3.228,0.0,True,2.5775
Cr-Sc-C-NO-O,3.120,0.0,True,0.4619
Cr-Sc-C-NO-OCl,3.109,0.0,True,1.0648
Cr-Sc-C-NO-OCN,3.171,0.0,True,1.0000
Cr-Sc-C-NO-OH,3.138,0.0,True,1.0000
Cr-Sc-C-NO-PO,3.123,0.0,True,0.6627
Cr-Sc-C-NO-SCN,3.293,0.0,True,2.8724
Cr-Sc-C-O-Br,3.240,0.0,True,2.0000
Cr-Sc-C-O-Cl,3.194,0.0,True,2.0000
Cr-Sc-C-OCl-Br,3.360,0.208,False,3.0000
Cr-Sc-C-OCl-Cl,3.316,0.118,False,3.0000
Cr-Sc-C-OCl-F,3.201,0.0,True,2.7062
Cr-Sc-C-OCl-H,3.100,0.0,True,2.3592
Cr-Sc-C-OCl-NCO,3.276,0.050,False,3.0000
Cr-Sc-C-OCl-NCS,3.319,0.061,False,3.0000
Cr-Sc-C-OCl-O,3.099,0.0,True,1.4961
Cr-Sc-C-OCl-OCN,3.275,0.104,False,3.0000
Cr-Sc-C-OCl-OH,3.247,0.024,False,2.9996
Cr-Sc-C-OCl-PO,3.242,0.0,True,2.7092
Cr-Sc-C-OCl-SCN,3.383,0.246,False,3.0000
Cr-Sc-C-O-F,3.208,0.0,True,2.0000
Cr-Sc-C-O-H,3.118,0.0,True,2.0000
Cr-Sc-C-OH-OCN,3.236,0.120,False,3.0000
Cr-Sc-C-O-OCN,3.161,0.0,True,2.0000
Cr-Sc-C-O-OH,3.138,0.0,True,2.0000
Cr-Sc-C-PO-Br,3.251,0.0,True,0.8967
Cr-Sc-C-PO-Cl,3.201,0.0,True,0.9336
Cr-Sc-C-PO-F,3.220,0.0,True,0.9392
Cr-Sc-C-PO-H,3.123,0.0,True,0.9351
Cr-Sc-C-PO-O,3.165,0.0,True,0.0002
Cr-Sc-C-PO-OCN,3.166,0.0,True,0.9453
Cr-Sc-C-PO-OH,3.143,0.0,True,1.0000
Cr-Sc-C-SCN-Br,3.441,0.0,True,2.5553
Cr-Sc-C-SCN-Cl,3.399,0.0,True,2.5435
Cr-Sc-C-SCN-F,3.357,0.0,True,2.5569
Cr-Sc-C-SCN-H,3.314,0.0,True,2.4111
Cr-Sc-C-SCN-O,3.299,0.158,False,2.0000
Cr-Sc-C-SCN-OCN,3.352,0.0,True,2.4833
Cr-Sc-C-SCN-OH,3.325,0.0,True,2.5287
Cr-Sc-C-SCN-PO,3.334,0.0,True,2.1419
Cr-Sc-N-Br-H,3.239,0.0,True,2.0000
Cr-Sc-N-Br-OCN,3.281,0.0,True,2.0000
Cr-Sc-N-Br-OH,3.250,0.0,True,2.0212
Cr-Sc-N-Cl-Br,3.326,0.0,True,2.0000
Cr-Sc-N-Cl-H,3.194,0.0,True,2.0000
Cr-Sc-N-Cl-OCN,3.240,0.0,True,2.0000
Cr-Sc-N-Cl-OH,3.210,0.0,True,2.0333
Cr-Sc-N-CN-Br,3.387,0.0,True,3.9992
Cr-Sc-N-CN-Cl,3.226,0.0,True,2.0000
Cr-Sc-N-CN-F,3.232,0.0,True,2.0000
Cr-Sc-N-CN-H,3.148,0.0,True,2.0000
Cr-Sc-N-CN-NCO,3.195,0.0,True,2.0000
Cr-Sc-N-CN-NCS,3.235,0.0,True,2.0000
Cr-Sc-N-CN-NO,3.181,0.0,True,4.0000
Cr-Sc-N-CN-O,3.178,0.418,False,3.0000
Cr-Sc-N-CN-OCl,3.165,0.0,True,3.5662
Cr-Sc-N-CN-OCN,3.193,0.0,True,2.0000
Cr-Sc-N-CN-OH,3.167,0.0,True,2.0401
Cr-Sc-N-CN-PO,3.159,0.0,True,2.4844
Cr-Sc-N-CN-SCN,3.410,0.0,True,3.9998
Cr-Sc-N-F-Br,3.314,0.0,True,2.0000
Cr-Sc-N-F-Cl,3.283,0.0,True,2.0000
Cr-Sc-N-F-H,3.222,0.0,True,2.0000
Cr-Sc-N-F-OCN,3.250,0.0,True,2.0000
Cr-Sc-N-F-OH,3.225,0.0,True,2.0729
Cr-Sc-N-H-OCN,3.144,0.0,True,2.0000
