name,lattice_constant,band_gap,isMetal,magnetic_moment
Ta-W-C-OH-OH,3.249,0.0,True,-0.1645
Ta-W-N-OCl-PO,3.186,0.0,True,0.7202
Ta-Y-C-NCS-O,3.410,0.0,True,0.5595
Ta-Zr-C-OCl-Cl,3.241,0.0,True,0.8410
Ta-Zr-N-NCS-SCN,3.405,0.0,True,0.0041
Ti-Cr-C-Br-Br,3.302,0.0,True,2.0000
Ti-Cr-C-Br-H,3.176,0.0,True,1.9562
Ti-Cr-C-Br-OCN,3.237,0.0,True,2.0000
Ti-Cr-C-Br-OH,3.214,0.0,True,2.0000
Ti-Cr-C-Cl-Br,3.259,0.0,True,2.0000
Ti-Cr-C-Cl-Cl,3.220,0.0,True,2.0000
Ti-Cr-C-Cl-H,3.126,0.0,True,1.9061
Ti-Cr-C-Cl-OCN,3.194,0.0,True,2.0000
Ti-Cr-C-Cl-OH,3.171,0.0,True,2.0000
Ti-Cr-C-CN-Br,3.227,0.0,True,1.9794
Ti-Cr-C-CN-Cl,3.187,0.0,True,2.0000
Ti-Cr-C-CN-CN,3.150,0.0,True,2.0000
Ti-Cr-C-CN-F,3.214,0.0,True,1.9885
Ti-Cr-C-CN-H,3.099,0.0,True,1.9060
Ti-Cr-C-CN-NCO,3.159,0.0,True,2.0000
Ti-Cr-C-CN-NCS,3.192,0.0,True,2.0000
Ti-Cr-C-CN-NO,3.094,0.0,True,-0.0328
Ti-Cr-C-CN-O,3.120,0.0,True,2.4573
Ti-Cr-C-CN-OCl,3.093,0.0,True,2.5474
Ti-Cr-C-CN-OCN,3.162,0.0,True,2.0000
Ti-Cr-C-CN-OH,3.141,0.0,True,2.0000
Ti-Cr-C-CN-PO,3.118,0.0,True,-0.0000
Ti-Cr-C-CN-SCN,3.266,0.0,True,1.9071
Ti-Cr-C-F-Br,3.257,0.0,True,2.0000
Ti-Cr-C-F-Cl,3.233,0.0,True,2.0000
Ti-Cr-C-F-F,3.249,0.0,True,2.0000
Ti-Cr-C-F-H,3.168,0.0,True,1.9112
Ti-Cr-C-F-OCN,3.211,0.0,True,2.0000
Ti-Cr-C-F-OH,3.206,0.0,True,2.0000
Ti-Cr-C-H-H,3.044,0.0,True,1.7734
Ti-Cr-C-H-OCN,3.123,0.0,True,2.0000
Ti-Cr-C-H-OH,3.093,0.0,True,2.0000
Ti-Cr-C-NCO-Br,3.222,0.0,True,2.0000
Ti-Cr-C-NCO-Cl,3.186,0.0,True,2.0000
Ti-Cr-C-NCO-F,3.219,0.0,True,2.0000
Ti-Cr-C-NCO-H,3.109,0.0,True,1.9001
Ti-Cr-C-NCO-NCO,3.161,0.0,True,2.0000
Ti-Cr-C-NCO-NCS,3.189,0.0,True,2.0000
Ti-Cr-C-NCO-O,3.132,0.0,True,2.9908
Ti-Cr-C-NCO-OCN,3.164,0.0,True,2.0000
Ti-Cr-C-NCO-OH,3.146,0.0,True,2.0000
Ti-Cr-C-NCO-PO,3.129,0.065,False,-0.0000
Ti-Cr-C-NCO-SCN,3.257,0.0,True,1.9453
Ti-Cr-C-NCS-Br,3.256,0.0,True,1.9811
Ti-Cr-C-NCS-Cl,3.216,0.0,True,2.0000
Ti-Cr-C-NCS-F,3.245,0.0,True,2.0000
Ti-Cr-C-NCS-H,3.134,0.0,True,1.9334
Ti-Cr-C-NCS-NCS,3.221,0.0,True,2.0000
Ti-Cr-C-NCS-O,3.158,0.0,True,2.8415
Ti-Cr-C-NCS-OCN,3.193,0.0,True,2.0000
Ti-Cr-C-NCS-OH,3.172,0.0,True,2.0000
Ti-Cr-C-NCS-PO,3.148,0.0,True,0.0000
Ti-Cr-C-NCS-SCN,3.293,0.0,True,1.9453
Ti-Cr-C-NO-Br,3.196,0.0,True,4.0000
Ti-Cr-C-NO-Cl,3.186,0.147,False,2.0000
Ti-Cr-C-NO-F,3.196,0.0,True,4.0000
Ti-Cr-C-NO-H,3.108,0.0,True,1.9988
Ti-Cr-C-NO-NCO,3.137,0.0,True,4.0000
Ti-Cr-C-NO-NCS,3.166,0.0,True,4.0000
Ti-Cr-C-NO-NO,3.069,0.0,True,2.0000
Ti-Cr-C-NO-O,3.074,0.0,True,3.1484
Ti-Cr-C-NO-OCl,3.060,0.0,True,3.4658
Ti-Cr-C-NO-OCN,3.164,0.0,True,3.2218
Ti-Cr-C-NO-OH,3.117,0.0,True,4.0000
Ti-Cr-C-NO-PO,3.086,0.0,True,1.7925
Ti-Cr-C-NO-SCN,3.231,0.0,True,3.9971
Ti-Cr-C-O-Br,3.165,0.0,True,2.8796
Ti-Cr-C-O-Cl,3.130,0.0,True,2.8990
Ti-Cr-C-OCl-Br,3.156,0.0,True,3.5335
Ti-Cr-C-OCl-Cl,3.118,0.0,True,3.4288
Ti-Cr-C-OCl-F,3.164,0.0,True,3.5803
Ti-Cr-C-OCl-H,2.999,0.0,True,2.7009
Ti-Cr-C-OCl-NCO,3.106,0.0,True,3.3523
Ti-Cr-C-OCl-NCS,3.129,0.0,True,3.5584
Ti-Cr-C-OCl-O,3.040,0.0,True,2.3521
Ti-Cr-C-OCl-OCl,3.008,0.0,True,2.1344
Ti-Cr-C-OCl-OCN,3.107,0.0,True,3.4781
Ti-Cr-C-OCl-OH,3.088,0.0,True,3.3502
Ti-Cr-C-OCl-PO,3.044,0.0,True,0.2896
Ti-Cr-C-OCl-SCN,3.174,0.0,True,3.3697
Ti-Cr-C-OCN-OCN,3.165,0.0,True,2.0000
Ti-Cr-C-O-F,3.135,0.034,False,2.9995
Ti-Cr-C-O-H,3.054,0.0,True,2.8198
Ti-Cr-C-OH-OCN,3.143,0.0,True,2.0000
Ti-Cr-C-OH-OH,3.115,0.0,True,2.0217
Ti-Cr-C-O-O,3.047,0.0,True,2.0000
Ti-Cr-C-O-OCN,3.120,0.086,False,3.0000
Ti-Cr-C-O-OH,3.094,0.062,False,3.0000
Ti-Cr-C-PO-Br,3.202,0.0,True,2.3908
Ti-Cr-C-PO-Cl,3.161,0.0,True,2.3906
Ti-Cr-C-PO-F,3.213,0.0,True,2.4783
Ti-Cr-C-PO-H,3.074,0.0,True,2.3705
Ti-Cr-C-PO-O,3.083,0.0,True,2.2279
Ti-Cr-C-PO-OCN,3.145,0.0,True,2.3906
Ti-Cr-C-PO-OH,3.122,0.0,True,2.4139
Ti-Cr-C-PO-PO,3.078,0.0,True,0.0030
Ti-Cr-C-SCN-Br,3.327,0.0,True,2.0000
Ti-Cr-C-SCN-Cl,3.287,0.0,True,2.0000
Ti-Cr-C-SCN-F,3.282,0.0,True,2.0000
Ti-Cr-C-SCN-H,3.199,0.0,True,2.0000
Ti-Cr-C-SCN-O,3.217,0.168,False,3.0000
Ti-Cr-C-SCN-OCN,3.256,0.0,True,2.0000
Ti-Cr-C-SCN-OH,3.234,0.0,True,2.0000
Ti-Cr-C-SCN-PO,3.208,0.0,True,0.0000
Ti-Cr-C-SCN-SCN,3.364,0.0,True,1.9992
Ti-Cr-N-Br-Br,3.315,0.0,True,1.0000
Ti-Cr-N-Br-H,3.178,0.0,True,1.0000
Ti-Cr-N-Br-OCN,3.252,0.0,True,1.0000
Ti-Cr-N-Br-OH,3.229,0.0,True,1.0000
Ti-Cr-N-Cl-Br,3.272,0.0,True,1.0000
Ti-Cr-N-Cl-Cl,3.234,0.0,True,1.0000
Ti-Cr-N-Cl-H,3.135,0.0,True,1.0000
Ti-Cr-N-Cl-OCN,3.210,0.0,True,1.0000
Ti-Cr-N-Cl-OH,3.184,0.0,True,1.0275
Ti-Cr-N-CN-Br,3.231,0.0,True,1.0000
Ti-Cr-N-CN-Cl,3.193,0.0,True,1.0000
Ti-Cr-N-CN-CN,3.150,0.0,True,1.3123
Ti-Cr-N-CN-F,3.234,0.0,True,1.0000
Ti-Cr-N-CN-H,3.105,0.0,True,1.2677
Ti-Cr-N-CN-NCO,3.166,0.0,True,1.0000
Ti-Cr-N-CN-NCS,3.194,0.0,True,1.1612
Ti-Cr-N-CN-NO,3.220,0.0,True,2.9624
Ti-Cr-N-CN-O,3.096,0.0,True,2.0000
Ti-Cr-N-CN-OCl,3.086,0.0,True,2.2766
Ti-Cr-N-CN-OCN,3.174,0.0,True,1.0000
Ti-Cr-N-CN-OH,3.149,0.0,True,1.1046
Ti-Cr-N-CN-PO,3.118,0.0,True,0.0409
Ti-Cr-N-CN-SCN,3.283,0.0,True,1.0000
Ti-Cr-N-F-Br,3.279,0.0,True,1.0000
Ti-Cr-N-F-Cl,3.254,0.0,True,1.0000
Ti-Cr-N-F-F,3.262,0.0,True,1.0000
Ti-Cr-N-F-H,3.186,0.0,True,1.0000
Ti-Cr-N-F-OCN,3.221,0.0,True,1.0000
Ti-Cr-N-F-OH,3.212,0.0,True,1.0000
Ti-Cr-N-H-H,3.050,0.0,True,1.5595
Ti-Cr-N-H-OCN,3.135,0.0,True,1.0000
Ti-Cr-N-H-OH,3.101,0.0,True,1.2304
Ti-Cr-N-NCO-Br,3.230,0.0,True,1.0000
Ti-Cr-N-NCO-Cl,3.196,0.0,True,1.0000
Ti-Cr-N-NCO-F,3.219,0.0,True,1.0000
Ti-Cr-N-NCO-H,3.115,0.0,True,1.0000
Ti-Cr-N-NCO-NCO,3.171,0.0,True,1.0000
Ti-Cr-N-NCO-NCS,3.198,0.0,True,1.0019
Ti-Cr-N-NCO-O,3.200,0.0,True,3.7023
Ti-Cr-N-NCO-OCN,3.179,0.0,True,1.0000
Ti-Cr-N-NCO-OH,3.156,0.0,True,1.0612
Ti-Cr-N-NCO-PO,3.143,0.0,True,1.0000
Ti-Cr-N-NCO-SCN,3.280,0.0,True,1.0000
Ti-Cr-N-NCS-Br,3.260,0.0,True,1.0000
Ti-Cr-N-NCS-Cl,3.221,0.0,True,1.0000
Ti-Cr-N-NCS-F,3.242,0.0,True,1.0000
Ti-Cr-N-NCS-H,3.130,0.0,True,1.1038
Ti-Cr-N-NCS-NCS,3.223,0.0,True,1.0956
Ti-Cr-N-NCS-O,3.130,0.0,True,2.0000
Ti-Cr-N-NCS-OCN,3.201,0.0,True,1.0000
Ti-Cr-N-NCS-OH,3.173,0.0,True,1.0228
Ti-Cr-N-NCS-PO,3.160,0.0,True,0.6703
Ti-Cr-N-NCS-SCN,3.314,0.0,True,1.0000
Ti-Cr-N-NO-Br,3.177,0.0,True,3.0000
Ti-Cr-N-NO-Cl,3.141,0.0,True,3.0000
Ti-Cr-N-NO-F,3.218,0.037,False,3.0008
Ti-Cr-N-NO-H,3.065,0.0,True,3.0000
Ti-Cr-N-NO-NCO,3.124,0.0,True,3.0000
Ti-Cr-N-NO-NCS,3.150,0.0,True,3.0000
Ti-Cr-N-NO-NO,3.072,0.0,True,1.1407
Ti-Cr-N-NO-O,3.084,0.0,True,3.8534
Ti-Cr-N-NO-OCl,3.068,0.0,True,4.2547
Ti-Cr-N-NO-OCN,3.131,0.0,True,3.0000
Ti-Cr-N-NO-OH,3.107,0.0,True,3.0077
Ti-Cr-N-NO-PO,3.085,0.0,True,0.9980
Ti-Cr-N-NO-SCN,3.217,0.0,True,3.0000
Ti-Cr-N-O-Br,3.137,0.0,True,2.0000
Ti-Cr-N-O-Cl,3.106,0.0,True,2.0000
Ti-Cr-N-OCl-Br,3.123,0.0,True,2.6560
Ti-Cr-N-OCl-Cl,3.094,0.0,True,2.0341
Ti-Cr-N-OCl-F,3.187,0.0,True,4.5860
Ti-Cr-N-OCl-H,3.024,0.0,True,2.3968
Ti-Cr-N-OCl-NCO,3.086,0.0,True,2.5479
Ti-Cr-N-OCl-NCS,3.107,0.0,True,2.6567
Ti-Cr-N-OCl-O,3.055,0.0,True,2.8638
Ti-Cr-N-OCl-OCl,3.044,0.0,True,3.5032
Ti-Cr-N-OCl-OCN,3.092,0.0,True,1.8878
Ti-Cr-N-OCl-OH,3.068,0.0,True,2.4459
Ti-Cr-N-OCl-PO,3.050,0.0,True,0.0880
Ti-Cr-N-OCl-SCN,3.148,0.0,True,2.4177
Ti-Cr-N-OCN-OCN,3.188,0.0,True,1.0001
Ti-Cr-N-O-F,3.147,0.0,True,2.0000
Ti-Cr-N-O-H,3.012,0.0,True,2.0000
Ti-Cr-N-OH-OCN,3.157,0.0,True,1.0648
Ti-Cr-N-OH-OH,3.140,0.0,True,1.1014
Ti-Cr-N-O-O,3.064,0.0,True,2.9902
Ti-Cr-N-O-OCN,3.102,0.0,True,2.0000
Ti-Cr-N-O-OH,3.078,0.0,True,2.0444
Ti-Cr-N-PO-Br,3.197,0.0,True,1.5794
Ti-Cr-N-PO-Cl,3.153,0.0,True,1.7496
Ti-Cr-N-PO-F,3.195,0.0,True,1.8204
Ti-Cr-N-PO-H,3.065,0.0,True,2.8399
Ti-Cr-N-PO-O,3.323,0.0,True,3.7389
Ti-Cr-N-PO-OCN,3.139,0.0,True,1.8568
Ti-Cr-N-PO-OH,3.109,0.0,True,1.8230
Ti-Cr-N-PO-PO,3.080,0.0,True,0.1437
Ti-Cr-N-SCN-Br,3.340,0.0,True,1.0000
Ti-Cr-N-SCN-Cl,3.303,0.0,True,1.0000
Ti-Cr-N-SCN-F,3.310,0.0,True,1.0000
Ti-Cr-N-SCN-H,3.205,0.0,True,1.0000
Ti-Cr-N-SCN-O,3.179,0.0,True,2.0000
Ti-Cr-N-SCN-OCN,3.273,0.0,True,1.0000
Ti-Cr-N-SCN-OH,3.251,0.0,True,1.0000
Ti-Cr-N-SCN-PO,3.232,0.0,True,0.9532
Ti-Cr-N-SCN-SCN,3.389,0.0,True,1.0000
Ti-Hf-C-Br-Br,3.412,0.0,True,-0.0000
Ti-Hf-C-Br-H,3.291,0.0,True,-0.0000
Ti-Hf-C-Br-OCN,3.342,0.0,True,-0.0000
Ti-Hf-C-Br-OH,3.311,0.0,True,0.0136
Ti-Hf-C-Cl-Br,3.373,0.0,True,-0.0000
Ti-Hf-C-Cl-Cl,3.334,0.0,True,0.0000
Ti-Hf-C-Cl-H,3.249,0.0,True,0.0000
Ti-Hf-C-Cl-OCN,3.301,0.0,True,-0.0000
Ti-Hf-C-Cl-OH,3.267,0.0,True,0.0446
Ti-Hf-C-CN-Br,3.335,0.0,True,0.0000
Ti-Hf-C-CN-Cl,3.293,0.0,True,0.0000
Ti-Hf-C-CN-CN,3.262,0.0,True,0.0000
Ti-Hf-C-CN-F,3.295,0.0,True,0.0000
Ti-Hf-C-CN-H,3.218,0.0,True,0.0000
Ti-Hf-C-CN-NCO,3.257,0.0,True,-0.0000
Ti-Hf-C-CN-NCS,3.287,0.0,True,-0.0000
Ti-Hf-C-CN-NO,3.277,0.0,True,1.0543
Ti-Hf-C-CN-O,3.217,0.0,True,0.5374
Ti-Hf-C-CN-OCl,3.200,0.0,True,1.3380
Ti-Hf-C-CN-OCN,3.260,0.0,True,-0.0000
Ti-Hf-C-CN-OH,3.232,0.0,True,-0.0000
Ti-Hf-C-CN-PO,3.221,0.0,True,0.2939
Ti-Hf-C-CN-SCN,3.360,0.0,True,-0.0000
Ti-Hf-C-F-Br,3.342,0.0,True,-0.0000
Ti-Hf-C-F-Cl,3.314,0.0,True,0.0000
Ti-Hf-C-F-F,3.313,0.0,True,0.0237
Ti-Hf-C-F-H,3.249,0.0,True,0.0000
Ti-Hf-C-F-OCN,3.297,0.0,True,0.0003
Ti-Hf-C-F-OH,3.273,0.0,True,0.1329
Ti-Hf-C-H-H,3.167,0.0,True,0.0000
Ti-Hf-C-H-OCN,3.216,0.0,True,0.0000
Ti-Hf-C-H-OH,3.185,0.0,True,0.1127
Ti-Hf-C-NCO-Br,3.330,0.0,True,0.0000
Ti-Hf-C-NCO-Cl,3.289,0.0,True,0.0000
Ti-Hf-C-NCO-F,3.292,0.0,True,-0.0000
Ti-Hf-C-NCO-H,3.211,0.0,True,0.0000
Ti-Hf-C-NCO-NCO,3.254,0.0,True,0.0000
Ti-Hf-C-NCO-NCS,3.280,0.0,True,-0.0000
Ti-Hf-C-NCO-O,3.211,0.0,True,0.0000
Ti-Hf-C-NCO-OCN,3.260,0.0,True,0.0000
Ti-Hf-C-NCO-OH,3.231,0.0,True,0.0000
Ti-Hf-C-NCO-PO,3.209,0.0,True,0.0000
Ti-Hf-C-NCO-SCN,3.354,0.0,True,-0.0253
Ti-Hf-C-NCS-Br,3.359,0.0,True,0.0000
Ti-Hf-C-NCS-Cl,3.320,0.0,True,-0.0000
Ti-Hf-C-NCS-F,3.315,0.0,True,-0.0000
Ti-Hf-C-NCS-H,3.246,0.0,True,0.0000
Ti-Hf-C-NCS-NCS,3.311,0.0,True,-0.0000
Ti-Hf-C-NCS-O,3.237,0.0,True,0.0219
Ti-Hf-C-NCS-OCN,3.291,0.0,True,0.0000
Ti-Hf-C-NCS-OH,3.262,0.0,True,0.0429
Ti-Hf-C-NCS-PO,3.252,0.0,True,0.0001
Ti-Hf-C-NCS-SCN,3.386,0.0,True,-0.0136
Ti-Hf-C-NO-Br,3.353,0.131,False,-0.0000
Ti-Hf-C-NO-Cl,3.317,0.171,False,-0.0000
Ti-Hf-C-NO-F,3.312,0.277,False,0.0000
Ti-Hf-C-NO-H,3.238,0.033,False,0.0000
Ti-Hf-C-NO-NCO,3.280,0.170,False,-0.0000
Ti-Hf-C-NO-NCS,3.305,0.134,False,-0.0000
Ti-Hf-C-NO-NO,3.217,0.0,True,2.2439
Ti-Hf-C-NO-O,3.207,0.0,True,1.0515
Ti-Hf-C-NO-OCl,3.191,0.0,True,1.7129
Ti-Hf-C-NO-OCN,3.284,0.235,False,-0.0000
Ti-Hf-C-NO-OH,3.263,0.0,True,0.1328
Ti-Hf-C-NO-PO,3.245,0.0,True,0.1794
Ti-Hf-C-NO-SCN,3.372,0.107,False,-0.0000
Ti-Hf-C-O-Br,3.259,0.0,True,0.1471
Ti-Hf-C-O-Cl,3.217,0.0,True,0.0000
Ti-Hf-C-OCl-Br,3.245,0.0,True,0.3403
Ti-Hf-C-OCl-Cl,3.201,0.0,True,0.7126
Ti-Hf-C-OCl-F,3.230,0.0,True,0.9390
Ti-Hf-C-OCl-H,3.142,0.0,True,1.4974
Ti-Hf-C-OCl-NCO,3.173,0.0,True,-0.0982
Ti-Hf-C-OCl-O,3.167,0.0,True,0.6194
Ti-Hf-C-OCl-OCl,3.152,0.0,True,1.2224
Ti-Hf-C-OCl-OCN,3.175,0.0,True,0.6056
Ti-Hf-C-OCl-OH,3.158,0.0,True,0.7336
Ti-Hf-C-OCl-PO,3.164,0.0,True,0.6046
Ti-Hf-C-OCl-SCN,3.514,1.192,False,0.0000
Ti-Hf-C-OCN-OCN,3.262,0.0,True,0.0000
Ti-Hf-C-O-F,3.233,0.0,True,-0.0000
Ti-Hf-C-O-H,3.155,0.0,True,0.7592
Ti-Hf-C-OH-OCN,3.240,0.0,True,0.0001
Ti-Hf-C-OH-OH,3.201,0.0,True,0.0488
Ti-Hf-C-O-O,3.177,0.747,False,-0.0000
Ti-Hf-C-O-OCN,3.191,0.0,True,-0.0000
Ti-Hf-C-O-OH,3.171,0.0,True,0.1968
Ti-Hf-C-PO-Br,3.328,0.0,True,0.0000
Ti-Hf-C-PO-Cl,3.279,0.0,True,0.0000
Ti-Hf-C-PO-F,3.273,0.0,True,-0.0000
Ti-Hf-C-PO-H,3.200,0.0,True,0.2182
Ti-Hf-C-PO-O,3.205,0.0,True,0.0000
Ti-Hf-C-PO-OCN,3.241,0.0,True,-0.0000
Ti-Hf-C-PO-OH,3.196,0.0,True,0.0001
Ti-Hf-C-PO-PO,3.182,0.0,True,0.0000
Ti-Hf-C-SCN-Br,3.439,0.0,True,0.0000
Ti-Hf-C-SCN-Cl,3.400,0.0,True,-0.0000
Ti-Hf-C-SCN-F,3.368,0.0,True,-0.0000
Ti-Hf-C-SCN-H,3.319,0.0,True,0.0000
Ti-Hf-C-SCN-O,3.293,0.0,True,0.0000
Ti-Hf-C-SCN-OCN,3.365,0.0,True,0.0000
Ti-Hf-C-SCN-OH,3.339,0.0,True,0.0000
Ti-Hf-C-SCN-PO,3.311,0.0,True,0.0000
Ti-Hf-C-SCN-SCN,3.460,0.0,True,0.0000
Ti-Hf-N-Br-Br,3.412,0.0,True,-0.0000
Ti-Hf-N-Br-H,3.286,0.0,True,-0.0000
Ti-Hf-N-Br-OCN,3.342,0.0,True,0.0000
Ti-Hf-N-Br-OH,3.310,0.0,True,0.1770
Ti-Hf-N-Cl-Br,3.373,0.0,True,0.0000
Ti-Hf-N-Cl-Cl,3.331,0.0,True,0.0000
Ti-Hf-N-Cl-H,3.241,0.0,True,-0.0000
Ti-Hf-N-Cl-OCN,3.301,0.0,True,-0.0000
Ti-Hf-N-Cl-OH,3.265,0.0,True,0.1571
Ti-Hf-N-CN-Br,3.335,0.0,True,-0.0000
Ti-Hf-N-CN-Cl,3.290,0.0,True,-0.0000
Ti-Hf-N-CN-CN,3.251,0.0,True,0.0003
Ti-Hf-N-CN-F,3.285,0.0,True,-0.0000
Ti-Hf-N-CN-H,3.200,0.0,True,0.0000
Ti-Hf-N-CN-NCO,3.251,0.0,True,0.0000
Ti-Hf-N-CN-NCS,3.277,0.0,True,0.0001
Ti-Hf-N-CN-NO,3.213,0.0,True,0.9770
Ti-Hf-N-CN-O,3.187,0.0,True,0.0000
Ti-Hf-N-CN-OCl,3.173,0.0,True,0.6620
Ti-Hf-N-CN-OCN,3.260,0.0,True,-0.0000
Ti-Hf-N-CN-OH,3.230,0.0,True,0.2369
Ti-Hf-N-CN-PO,3.178,0.0,True,0.0377
Ti-Hf-N-CN-SCN,3.354,0.0,True,0.0295
Ti-Hf-N-F-Br,3.350,0.0,True,-0.0000
Ti-Hf-N-F-Cl,3.318,0.0,True,-0.0000
Ti-Hf-N-F-F,3.304,0.0,True,-0.0000
Ti-Hf-N-F-H,3.255,0.0,True,0.0000
Ti-Hf-N-F-OCN,3.288,0.0,True,-0.0000
Ti-Hf-N-F-OH,3.261,0.0,True,0.1301
Ti-Hf-N-H-H,3.114,0.0,True,-0.0002
Ti-Hf-N-H-OCN,3.216,0.0,True,-0.0000
Ti-Hf-N-H-OH,3.164,0.0,True,-0.0329
Ti-Hf-N-NCO-Br,3.326,0.0,True,0.0000
Ti-Hf-N-NCO-Cl,3.284,0.0,True,0.0001
Ti-Hf-N-NCO-F,3.280,0.0,True,-0.0000
Ti-Hf-N-NCO-H,3.203,0.0,True,-0.0000
Ti-Hf-N-NCO-NCO,3.245,0.0,True,-0.0000
Ti-Hf-N-NCO-NCS,3.272,0.0,True,0.0000
Ti-Hf-N-NCO-O,3.188,0.0,True,0.0000
Ti-Hf-N-NCO-OCN,3.255,0.0,True,0.0003
Ti-Hf-N-NCO-OH,3.225,0.0,True,0.0110
Ti-Hf-N-NCO-PO,3.200,0.0,True,0.0070
Ti-Hf-N-NCO-SCN,3.322,0.0,True,-0.0000
Ti-Hf-N-NCS-Br,3.355,0.0,True,0.0000
Ti-Hf-N-NCS-Cl,3.316,0.0,True,-0.0000
Ti-Hf-N-NCS-F,3.307,0.0,True,0.0000
Ti-Hf-N-NCS-H,3.236,0.0,True,0.0000
Ti-Hf-N-NCS-NCS,3.302,0.0,True,0.0008
Ti-Hf-N-NCS-O,3.213,0.0,True,-0.0738
Ti-Hf-N-NCS-OCN,3.288,0.0,True,0.0000
Ti-Hf-N-NCS-OH,3.259,0.0,True,0.0005
Ti-Hf-N-NCS-PO,3.225,0.0,True,0.0072
Ti-Hf-N-NCS-SCN,3.377,0.0,True,0.0000
Ti-Hf-N-NO-Br,3.341,0.0,True,0.9532
Ti-Hf-N-NO-Cl,3.248,0.129,False,1.0000
Ti-Hf-N-NO-F,3.248,0.165,False,1.0000
Ti-Hf-N-NO-H,3.194,0.395,False,1.0000
Ti-Hf-N-NO-NCO,3.222,0.264,False,1.0000
Ti-Hf-N-NO-NCS,3.331,0.0,True,0.7188
Ti-Hf-N-NO-NO,3.222,0.019,False,2.9869
Ti-Hf-N-NO-O,3.222,0.490,False,0.0000
Ti-Hf-N-NO-OCl,3.217,0.0,True,0.6936
Ti-Hf-N-NO-OCN,3.218,0.278,False,1.0000
Ti-Hf-N-NO-OH,3.200,0.233,False,1.0000
Ti-Hf-N-NO-PO,3.207,0.0,True,0.9946
Ti-Hf-N-NO-SCN,3.381,0.0,True,0.7188
Ti-Hf-N-O-Br,3.204,0.0,True,-0.0000
Ti-Hf-N-O-Cl,3.159,0.0,True,-0.0000
Ti-Hf-N-OCl-Br,3.324,0.0,True,0.7603
Ti-Hf-N-OCl-Cl,3.286,0.0,True,0.7510
Ti-Hf-N-OCl-F,3.280,0.0,True,0.7477
Ti-Hf-N-OCl-H,3.085,0.0,True,0.5200
Ti-Hf-N-OCl-NCO,3.258,0.0,True,0.7168
Ti-Hf-N-OCl-NCS,3.291,0.0,True,0.7541
Ti-Hf-N-OCl-O,3.167,0.0,True,1.4566
Ti-Hf-N-OCl-OCl,3.159,0.0,True,1.9356
Ti-Hf-N-OCl-OCN,3.256,0.0,True,0.7153
Ti-Hf-N-OCl-OH,3.100,0.0,True,0.3008
Ti-Hf-N-OCl-PO,3.245,0.0,True,0.7260
Ti-Hf-N-OCl-SCN,3.345,0.0,True,0.8065
Ti-Hf-N-OCN-OCN,3.261,0.0,True,-0.0000
Ti-Hf-N-O-F,3.368,0.0,True,1.5621
Ti-Hf-N-O-H,3.099,0.0,True,0.0000
Ti-Hf-N-OH-OCN,3.234,0.0,True,-0.0301
Ti-Hf-N-OH-OH,3.192,0.0,True,-0.0522
Ti-Hf-N-O-O,3.163,0.0,True,0.6316
Ti-Hf-N-O-OCN,3.365,0.0,True,1.6125
Ti-Hf-N-O-OH,3.122,0.0,True,0.1675
Ti-Hf-N-PO-Br,3.332,0.0,True,-0.0000
Ti-Hf-N-PO-Cl,3.280,0.0,True,0.1252
Ti-Hf-N-PO-F,3.291,0.0,True,0.1165
Ti-Hf-N-PO-H,3.129,0.0,True,0.0000
Ti-Hf-N-PO-O,3.168,0.0,True,0.0343
Ti-Hf-N-PO-OCN,3.244,0.0,True,0.0850
Ti-Hf-N-PO-OH,3.192,0.0,True,0.1472
Ti-Hf-N-PO-PO,3.141,0.0,True,-0.0000
Ti-Hf-N-SCN-Br,3.445,0.0,True,-0.0000
Ti-Hf-N-SCN-Cl,3.406,0.0,True,0.0000
Ti-Hf-N-SCN-F,3.380,0.0,True,0.0000
Ti-Hf-N-SCN-H,3.309,0.0,True,-0.0003
Ti-Hf-N-SCN-O,3.261,0.0,True,0.0001
Ti-Hf-N-SCN-OCN,3.372,0.0,True,0.0000
Ti-Hf-N-SCN-OH,3.333,0.0,True,0.0000
Ti-Hf-N-SCN-PO,3.298,0.0,True,0.1004
Ti-Hf-N-SCN-SCN,3.467,0.0,True,0.0000
Ti-Mo-C-Br-Br,3.379,0.0,True,0.0014
Ti-Mo-C-Br-H,3.206,0.0,True,-0.0000
Ti-Mo-C-Br-OCN,3.319,0.0,True,0.0010
Ti-Mo-C-Br-OH,3.301,0.0,True,-0.0003
Ti-Mo-C-Cl-Br,3.325,0.0,True,0.0000
Ti-Mo-C-Cl-Cl,3.235,0.0,True,0.0000
Ti-Mo-C-Cl-H,3.159,0.0,True,-0.0562
Ti-Mo-C-Cl-OCN,3.259,0.0,True,0.0017
Ti-Mo-C-Cl-OH,3.192,0.0,True,-0.0000
Ti-Mo-C-CN-Br,3.272,0.0,True,-0.0000
Ti-Mo-C-CN-Cl,3.207,0.0,True,-0.0000
Ti-Mo-C-CN-CN,3.184,0.0,True,0.0885
Ti-Mo-C-CN-F,3.275,0.0,True,-0.0000
Ti-Mo-C-CN-H,3.129,0.0,True,0.0873
Ti-Mo-C-CN-NCO,3.187,0.0,True,-0.0000
Ti-Mo-C-CN-NCS,3.220,0.0,True,0.0885
Ti-Mo-C-CN-NO,3.136,0.0,True,0.1118
Ti-Mo-C-CN-O,3.133,0.0,True,0.0000
